0.66,0.75,0,0.75,-0.66,0,0,0,-1,34.09,-31.88,30.06
0.66,0.75,0,0.75,-0.66,0,0,0,-1,34.09,-31.88,21.36
0.66,0.75,-0.03,0.75,-0.66,0,-0.02,-0.02,-1,27.09,-31.88,21.36
0.66,0.75,-0.03,0.75,-0.66,0,-0.02,-0.02,-1,31.72,-26.63,21.36
0.54,0.84,-0.03,0.84,-0.54,0,-0.01,-0.02,-1,32.68,-28.03,23.88
0.41,0.91,-0.03,0.91,-0.41,0,-0.01,-0.02,-1,33.99,-29.12,26.43
0.27,0.96,-0.03,0.96,-0.27,0,-0.01,-0.03,-1,35.56,-29.82,29
0.27,0.96,-0.03,0.96,-0.27,0,-0.01,-0.03,-1,33.66,-36.56,29
0.94,0.34,-0.03,0.34,-0.94,0,-0.03,-0.01,-1,30.68,-21.66,3
0.94,0.34,-0.03,0.34,-0.94,0,-0.03,-0.01,-1,37.26,-19.26,3
0.88,0.48,-0.03,0.48,-0.88,0,-0.02,-0.01,-1,36.02,-20.19,5.08
0.8,0.6,-0.03,0.6,-0.8,0,-0.02,-0.02,-1,35.15,-21.42,7.23
0.7,0.72,-0.03,0.72,-0.7,0,-0.02,-0.02,-1,34.68,-22.84,9.46
0.58,0.81,-0.03,0.81,-0.58,0,-0.02,-0.02,-1,34.64,-24.35,11.74
0.46,0.89,-0.03,0.89,-0.46,0,-0.01,-0.02,-1,35.03,-25.85,14.08
0.32,0.95,-0.03,0.95,-0.32,0,-0.01,-0.03,-1,35.82,-27.24,16.46
0.17,0.98,-0.03,0.98,-0.17,0,0,-0.03,-1,36.97,-28.41,18.89
0.02,1,-0.03,1,-0.02,0,0,-0.03,-1,38.41,-29.25,21.36
-0.12,0.99,-0.03,0.99,0.12,0,0,-0.03,-1,40.04,-29.71,23.88
-0.27,0.96,-0.03,0.96,0.27,0,0.01,-0.03,-1,41.75,-29.71,26.43
-0.41,0.91,-0.03,0.91,0.41,0,0.01,-0.02,-1,43.4,-29.23,29
-0.41,0.91,-0.03,0.91,0.41,0,0.01,-0.02,-1,46.28,-35.61,29
0.5,0.87,-0.03,0.87,-0.5,0,-0.01,-0.02,-1,34.42,-26.11,3
0.5,0.87,-0.03,0.87,-0.5,0,-0.01,-0.02,-1,37.92,-20.05,3
0.37,0.93,-0.03,0.93,-0.37,0,-0.01,-0.03,-1,37.57,-21.56,5.08
0.22,0.97,-0.03,0.97,-0.22,0,-0.01,-0.03,-1,37.69,-23.06,7.23
0.07,1,-0.03,1,-0.07,0,0,-0.03,-1,38.24,-24.45,9.46
-0.07,1,-0.03,1,0.07,0,0,-0.03,-1,39.19,-25.63,11.74
-0.22,0.97,-0.03,0.97,0.22,0,0.01,-0.03,-1,40.45,-26.53,14.08
-0.37,0.93,-0.03,0.93,0.37,0,0.01,-0.03,-1,41.94,-27.09,16.46
-0.5,0.87,-0.03,0.87,0.5,0,0.01,-0.02,-1,43.57,-27.24,18.89
-0.62,0.78,-0.03,0.78,0.62,0,0.02,-0.02,-1,45.22,-26.97,21.36
-0.73,0.68,-0.03,0.68,0.73,0,0.02,-0.02,-1,46.76,-26.26,23.88
-0.83,0.56,-0.03,0.56,0.83,0,0.02,-0.02,-1,48.07,-25.16,26.43
-0.9,0.43,-0.03,0.43,0.9,0,0.02,-0.01,-1,49.03,-23.74,29
-0.9,0.43,-0.03,0.43,0.9,0,0.02,-0.01,-1,55.34,-26.78,29
