-0.18,0.98,-0.01,0.98,0.18,0,0,-0.01,-1,51.21,-12.34,20.12
-0.15,0.98,-0.09,0.99,0.15,0,0.01,-0.09,-1,50.91,-10.57,20.03
-0.13,0.98,-0.16,0.99,0.13,0,0.02,-0.16,-0.99,50.65,-8.81,19.8
-0.11,0.97,-0.23,0.99,0.11,0,0.03,-0.22,-0.97,50.43,-7.06,19.45
-0.09,0.96,-0.28,1,0.1,0,0.03,-0.28,-0.96,50.25,-5.33,18.99
-0.07,0.94,-0.32,1,0.08,0,0.03,-0.32,-0.95,50.1,-3.63,18.45
-0.06,0.93,-0.36,1,0.06,0,0.02,-0.36,-0.93,49.98,-1.94,17.83
-0.04,0.92,-0.39,1,0.04,0,0.02,-0.39,-0.92,49.9,-0.28,17.16
-0.02,0.91,-0.41,1,0.03,0,0.01,-0.41,-0.91,49.84,1.37,16.44
-0.01,0.91,-0.42,1,0.01,0,0,-0.42,-0.91,49.81,3.01,15.69
0.01,0.91,-0.42,1,-0.01,0,0,-0.42,-0.91,49.81,4.63,14.93
0.02,0.91,-0.42,1,-0.02,0,-0.01,-0.42,-0.91,49.83,6.26,14.17
0.03,0.91,-0.41,1,-0.04,0,-0.01,-0.41,-0.91,49.88,7.9,13.43
0.05,0.93,-0.38,1,-0.05,0,-0.02,-0.38,-0.93,49.95,9.55,12.72
0.06,0.94,-0.33,1,-0.07,0,-0.02,-0.32,-0.95,50.05,11.23,12.09
0.08,0.97,-0.24,1,-0.08,0,-0.02,-0.24,-0.97,50.18,12.95,11.57
0.1,0.99,-0.11,0.99,-0.1,0,-0.01,-0.11,-0.99,50.35,14.7,11.25
0.12,0.99,0.11,0.99,-0.12,0,0.01,0.11,-0.99,50.54,16.49,11.24
0.12,0.91,0.39,0.99,-0.13,0,0.05,0.39,-0.92,50.76,18.21,11.68
0.11,0.75,0.66,0.99,-0.15,0,0.1,0.65,-0.75,50.98,19.71,12.64
0.09,0.57,0.82,0.99,-0.16,0,0.13,0.81,-0.58,51.16,20.88,13.98
0.08,0.43,0.9,0.98,-0.17,0,0.16,0.89,-0.44,51.32,21.78,15.53
0.06,0.33,0.94,0.98,-0.18,0,0.17,0.93,-0.33,51.44,22.45,17.19
0.05,0.25,0.97,0.98,-0.19,0,0.18,0.95,-0.26,51.54,22.97,18.91
0.04,0.2,0.98,0.98,-0.2,0,0.19,0.96,-0.2,51.62,23.38,20.66
0.03,0.16,0.99,0.98,-0.2,0,0.2,0.97,-0.16,51.68,23.69,22.43
0.03,0.12,0.99,0.98,-0.21,0,0.21,0.97,-0.13,51.74,23.94,24.21
0.02,0.1,1,0.98,-0.21,0,0.21,0.97,-0.1,51.78,24.14,25.99
0.02,0.07,1,0.98,-0.22,0,0.22,0.97,-0.07,51.81,24.29,27.78
0.01,0.05,1,0.97,-0.22,0,0.22,0.97,-0.06,51.84,24.4,29.58
0.01,0.04,1,0.97,-0.23,0,0.23,0.97,-0.04,51.86,24.49,31.37
